user id,product id,Interaction type,Time stamp,Customer ID,Age,Gender,Item Purchased,Category_x,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Uniqe Id,Product Name,Category_y,Selling Price,Shipping Weight,Is Amazon Seller,Order date
1088,971df20be949e8f7e191bcb71c3f36e3,purchase,2023-12-10 08:00:00,1088,45.0,Male,Jeans,Clothing,71.0,West Virginia,S,White,Winter,3.4,No,Next Day Air,Yes,Yes,7.0,Bank Transfer,Monthly,971df20be949e8f7e191bcb71c3f36e3,Razor Drift Rider - Red/Black - 20111917,"Toys & Games | Tricycles, Scooters & Wagons | Ride-On Toys & Accessories",$228.48,,Y,2023-12-10
1089,51db76ac98b12e4324c0017b41f4f520,view,2023-12-11 08:00:00,1089,49.0,Male,Pants,Clothing,21.0,Louisiana,M,Turquoise,Winter,2.7,No,Free Shipping,Yes,Yes,2.0,PayPal,Weekly,51db76ac98b12e4324c0017b41f4f520,Great Eastern Entertainment Naruto Lee 3D SD Keychain,Automotive | Interior Accessories | Keychains,$10.57,0.32 ounces,Y,2023-12-11
1090,c51085111424107dac2f501ad32bcc1c,like,2023-12-12 08:00:00,1090,40.0,Male,Backpack,Accessories,61.0,Arizona,M,Silver,Spring,3.8,No,Next Day Air,Yes,Yes,33.0,PayPal,Bi-Weekly,c51085111424107dac2f501ad32bcc1c,"Stephen Joseph Foam Bath Toy, Mermaid",Toys & Games | Puzzles,$8.95,4.6 ounces,Y,2023-12-12
1091,1c1977b4a3f4343076e695dae47b1391,view,2023-12-13 08:00:00,1091,38.0,Male,Scarf,Accessories,58.0,Connecticut,M,Violet,Spring,4.2,No,Store Pickup,Yes,Yes,27.0,Cash,Fortnightly,1c1977b4a3f4343076e695dae47b1391,"Playtek Giant Pool Float Ring, Large Round Pirate Swim Tube, Durable Floats for Swimming on Beach, Pool, Water Sports",Toys & Games | Sports & Outdoor Play | Pools & Water Toys | Pool Rafts & Inflatable Ride-ons,$8.00,1.28 pounds,Y,2023-12-13
1092,c5519a9ba7bd97784106c083f9be0712,like,2023-12-14 08:00:00,1092,44.0,Male,Sweater,Clothing,80.0,North Carolina,L,Lavender,Spring,4.7,No,Store Pickup,Yes,Yes,6.0,Credit Card,Fortnightly,c5519a9ba7bd97784106c083f9be0712,Manhattan Toy Musical Shapes Maraca Wooden Toddler Instrument Toy,Toys & Games | Baby & Toddler Toys | Musical Toys,$7.99,1.2 pounds,Y,2023-12-14
1093,780afc5e5b55636d76c6fe4a644e3a84,like,2023-12-15 08:00:00,1093,68.0,Male,Jewelry,Accessories,50.0,South Dakota,L,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,20.0,Venmo,Quarterly,780afc5e5b55636d76c6fe4a644e3a84,"Madison Park Essentials Hayden Reversible Stripes – 3 Piece Teen Set – Ultra Soft Microfiber Bed Comforters, King/Cal King, Grey",Home & Kitchen | Bedding | Kids' Bedding | Comforters & Sets | Comforter Sets,$47.71,8.1 pounds,Y,2023-12-15
1094,885f65d44364bdbd9d804a783df6e68b,purchase,2023-12-16 08:00:00,1094,60.0,Male,Sneakers,Footwear,48.0,Delaware,S,Indigo,Winter,4.2,No,2-Day Shipping,Yes,Yes,46.0,Venmo,Every 3 Months,885f65d44364bdbd9d804a783df6e68b,"Disney Frozen 2, ""Elsa"" Cloud Pillow, 11"", Multi Color, 1 Count",Home & Kitchen | Bedding | Kids' Bedding | Sheets & Pillowcases | Pillowcases,$24.50,1.4 pounds,Y,2023-12-16
1095,c50e4dcaa630e86777ee4bf1b90c8080,view,2023-12-17 08:00:00,1095,25.0,Male,Jewelry,Accessories,40.0,Connecticut,M,Black,Winter,4.8,No,Next Day Air,Yes,Yes,25.0,Cash,Quarterly,c50e4dcaa630e86777ee4bf1b90c8080,Btswim NHL Pool Noodles (Pack of 3),Toys & Games | Sports & Outdoor Play | Pools & Water Toys | Pool Toys | Swim Noodles,$11.04,2.2 pounds,Y,2023-12-17
1096,59c75755a7d8cb57de1b0bbc17a997dd,like,2023-12-18 08:00:00,1096,19.0,Male,Coat,Outerwear,34.0,Tennessee,S,Peach,Summer,3.0,No,Free Shipping,Yes,Yes,30.0,Bank Transfer,Quarterly,59c75755a7d8cb57de1b0bbc17a997dd,"CGSignLab |""Walk Ins Welcome -Ghost Aged Rust"" Window Cling | 24""x12""",Home & Kitchen | Home Décor | Window Treatments | Window Stickers & Films | Window Films,$26.99,7.4 ounces,Y,2023-12-18
1097,31c947313281143e7377658470ee32e6,purchase,2023-12-19 08:00:00,1097,57.0,Male,Coat,Outerwear,46.0,New Hampshire,S,Beige,Fall,2.6,No,Standard,Yes,Yes,48.0,Credit Card,Annually,31c947313281143e7377658470ee32e6,Funko Dorbz: Jack Torrance (Styles May Vary) The Shining - Collectible Vinyl Figure,,$9.56,0.8 ounces,Y,2023-12-19
1098,b0888478fbb0870f2a32a3f0741e6c92,purchase,2023-12-20 08:00:00,1098,58.0,Male,Sunglasses,Accessories,27.0,Vermont,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,47.0,Bank Transfer,Weekly,b0888478fbb0870f2a32a3f0741e6c92,WILTON - My Little Pony Cake Pan,Home & Kitchen | Kitchen & Dining | Bakeware | Cake Pans | Specialty & Novelty Cake Pans,$29.54,6.1 ounces,Y,2023-12-20
1099,9dde85d0cfc1bfadc2421426113721af,view,2023-12-21 08:00:00,1099,49.0,Male,Handbag,Accessories,98.0,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,27.0,Credit Card,Weekly,9dde85d0cfc1bfadc2421426113721af,amscan Cinco De Mayo Black Sequined Sombrero Headband | Party Accessory,"Clothing, Shoes & Jewelry | Costumes & Accessories | Women | Accessories | Headwear",$10.67,1.6 ounces,Y,2023-12-21
1100,ab5fd9ef3a90bcd59d8c4439cfe04a6d,like,2023-12-22 08:00:00,1100,19.0,Male,Sweater,Clothing,73.0,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,Yes,Yes,45.0,Bank Transfer,Fortnightly,ab5fd9ef3a90bcd59d8c4439cfe04a6d,Marvel Legends Series Avengers Infinity War 6-inch Serpent Society,,$19.99,8 ounces,Y,2023-12-22
1101,68efae2395d0fc33f390e498d294f075,view,2023-12-23 08:00:00,1101,50.0,Male,Pants,Clothing,28.0,Nevada,L,Gold,Spring,4.4,No,Express,Yes,Yes,2.0,Credit Card,Weekly,68efae2395d0fc33f390e498d294f075,Reversible Dice Bag (Purple + Gold),Toys & Games | Games & Accessories,$14.95,1.76 ounces,Y,2023-12-23
1102,634de68082069680e5ab6baf8d82e266,like,2023-12-24 08:00:00,1102,30.0,Male,Gloves,Accessories,76.0,Delaware,XL,Silver,Fall,3.0,No,Free Shipping,Yes,Yes,39.0,Cash,Fortnightly,634de68082069680e5ab6baf8d82e266,Rage RC 4046 Propeller Set (4) Stinger 240 Replacement Parts,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts,$3.99,0.48 ounces,Y,2023-12-24
1103,5377d7d34268a2a1eaa770495664b061,like,2023-12-25 08:00:00,1103,52.0,Male,Sweater,Clothing,83.0,Texas,M,Peach,Fall,2.9,No,Express,Yes,Yes,24.0,Cash,Fortnightly,5377d7d34268a2a1eaa770495664b061,"American Furniture Classics 12 Bin Organizer for Toys, Light Oak",Home & Kitchen | Furniture | Kids' Furniture,$44.63,42 pounds,Y,2023-12-25
1104,ab15424cb627b42a33fa11449b57e9f0,purchase,2023-12-26 08:00:00,1104,35.0,Male,Hoodie,Clothing,23.0,Tennessee,S,Charcoal,Spring,4.3,No,Free Shipping,Yes,Yes,8.0,Debit Card,Bi-Weekly,ab15424cb627b42a33fa11449b57e9f0,"Amscan 318570 Red White and Blue Fourth of July Metallic Star Bead Necklaces Accessory Party Supplies, 33"", Multi Color",Toys & Games | Dress Up & Pretend Play | Beauty & Fashion | Necklaces,$7.52,1.6 ounces,Y,2023-12-26
1105,460313f815d262a1909d2a07127b0fef,view,2023-12-27 08:00:00,1105,35.0,Male,Hat,Accessories,28.0,Delaware,M,Beige,Fall,3.1,No,Express,Yes,Yes,8.0,Bank Transfer,Quarterly,460313f815d262a1909d2a07127b0fef,"BePuzzled Original 3D Crystal Jigsaw Puzzle - Butterfly & Flower Animal Assembly Brain Teaser, Fun Model Toy Gift Decoration for Adults & Kids Age 12 and Up, 41 Pieces (Level 1)",Toys & Games | Puzzles | Brain Teasers,$10.74,4 ounces,Y,2023-12-27
1106,1763011eedcd521cb4a2ecdba91468b4,like,2023-12-28 08:00:00,1106,33.0,Male,T-shirt,Clothing,83.0,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,6.0,Venmo,Every 3 Months,1763011eedcd521cb4a2ecdba91468b4,"Ravensburger Coral Reef Majesty 2000 Piece Jigsaw Puzzle for Adults - Every Piece is Unique, Softclick Technology Means Pieces Fit Together Perfectly",Toys & Games | Puzzles | Jigsaw Puzzles,$34.99,3.2 pounds,Y,2023-12-28
1107,ea4843790d62b0be06df2aa600318108,purchase,2023-01-01 00:00:00,1107,52.0,Male,Skirt,Clothing,96.0,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,Yes,Yes,12.0,Venmo,Fortnightly,ea4843790d62b0be06df2aa600318108,"Melissa & Doug Decoupage Made Easy Owl Paper Mache Craft Kit with Stickers (Great Gift for Girls and Boys - Best for 6, 7, 8, 9, 10 Year Olds and Up)",Toys & Games | Arts & Crafts | Craft Kits | Paper Craft,$7.99,9.3 ounces,Y,2023-01-01
1108,8e43aea673da5712fe8651cf9969247a,purchase,2022-12-28 10:00:00,1108,69.0,Male,Sneakers,Footwear,62.0,Texas,M,Peach,Fall,2.8,No,Store Pickup,Yes,Yes,26.0,Bank Transfer,Weekly,8e43aea673da5712fe8651cf9969247a,Breyer Traditional Brush Box Jump Horse Toy Accessory,Toys & Games | Dolls & Accessories | Dolls,$20.03,8.5 ounces,Y,2022-12-28
1109,3d842e26605d9c734b638ee025e2c6fb,purchase,2022-12-29 10:00:00,1109,27.0,Male,Shorts,Clothing,25.0,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,Yes,50.0,Cash,Fortnightly,3d842e26605d9c734b638ee025e2c6fb,Scalextric C7005 Digital Chip for Non DPR Open Wheel Cars,"Toys & Games | Hobbies | Slot Cars, Race Tracks & Accessories",$19.99,2.88 ounces,Y,2022-12-29
1110,30e5da050422fb7bf052eb6bc0bcd388,view,2022-12-30 10:00:00,1110,66.0,Male,Hoodie,Clothing,97.0,Oklahoma,L,Violet,Winter,4.9,No,Next Day Air,Yes,Yes,2.0,Venmo,Weekly,30e5da050422fb7bf052eb6bc0bcd388,Calico Critters Baby Friends,Toys & Games | Dolls & Accessories | Playsets,$9.89,,Y,2022-12-30
1111,7e6d36b007d5a7b3b8a76a24fd0bfba2,purchase,2022-12-31 10:00:00,1111,28.0,Male,Hoodie,Clothing,61.0,Texas,L,Cyan,Fall,3.0,No,Standard,Yes,Yes,31.0,Cash,Bi-Weekly,7e6d36b007d5a7b3b8a76a24fd0bfba2,Hot Wheels id 50th Anniversary {Moving Forward},Toys & Games | Play Vehicles | Die-Cast Vehicles,$6.99,8 ounces,Y,2022-12-31
1112,d0bafb294fb5b20abf32100787cab99f,view,2023-01-01 10:00:00,1112,22.0,Male,Shoes,Footwear,66.0,New York,S,Olive,Summer,4.1,No,Next Day Air,Yes,Yes,4.0,Credit Card,Bi-Weekly,d0bafb294fb5b20abf32100787cab99f,"Melissa & Doug Scratch Art Activity Kit - Sea Life (Great Gift for Girls and Boys - Best for 4, 5, 6, 7, 8 Year Olds and Up)",Toys & Games | Arts & Crafts | Craft Kits,$4.99,2.4 ounces,Y,2023-01-01
1113,4cbd5bd86ab2f21945ca289fc4c401d0,like,2023-01-02 10:00:00,1113,69.0,Male,Hoodie,Clothing,67.0,Washington,XL,Pink,Spring,4.6,No,Free Shipping,Yes,Yes,32.0,PayPal,Quarterly,4cbd5bd86ab2f21945ca289fc4c401d0,Funko Super Racers: Five Nights at Freddy's - Golden Freddy,Toys & Games | Play Vehicles | Die-Cast Vehicles,$8.42,0.8 ounces,Y,2023-01-02
1114,29a5ff612955c3e062b30846b57fb530,view,2023-01-03 10:00:00,1114,28.0,Male,Sunglasses,Accessories,80.0,Maryland,M,Purple,Summer,4.8,No,Next Day Air,Yes,Yes,11.0,PayPal,Bi-Weekly,29a5ff612955c3e062b30846b57fb530,"Learning Resources Pizza Fraction Fun Game, 13 Fraction Pizzas, 16 Piece Game, Ages 6+",Toys & Games | Learning & Education | Counting & Math Toys,$13.99,2.2 pounds,Y,2023-01-03
1115,9c22583637da923cb05b83744c567883,like,2023-01-04 10:00:00,1115,55.0,Male,Skirt,Clothing,25.0,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,Yes,47.0,Bank Transfer,Every 3 Months,9c22583637da923cb05b83744c567883,"Funko 34413 Pop! Pez: Quaker Oats - Crunch Berry Monster, Multicolor",,$6.99,2.24 ounces,Y,2023-01-04
1116,08d2f8442162b8d237f61e935a024b61,like,2023-01-05 10:00:00,1116,30.0,Male,Hat,Accessories,58.0,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,Yes,37.0,Cash,Weekly,08d2f8442162b8d237f61e935a024b61,"All Seasons Kids Wooden Dollhouse by Hape | Award Winning 3 Story Dolls House Toy with Furniture, Accessories, Movable Stairs and Reversible Season Theme",Toys & Games | Dolls & Accessories | Dollhouses,$124.99,18.96 pounds,Y,2023-01-05
1117,0b5d6c15d46bbfaf0b977d760e491525,purchase,2023-01-06 10:00:00,1117,67.0,Male,Backpack,Accessories,96.0,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,Yes,39.0,PayPal,Fortnightly,0b5d6c15d46bbfaf0b977d760e491525,"Legends of Andor New Heroes 5 and 6 Player Expansion Cooperative, Family, Strategy Board Game by Kosmos | Expand The Award Winning Game Legends of Andor",Toys & Games | Games & Accessories | Board Games,$17.89,1 pounds,Y,2023-01-06
1118,1e47200ebb68b441d8238d674af3bc0a,view,2023-01-07 10:00:00,1118,25.0,Male,Sunglasses,Accessories,77.0,California,L,Lavender,Spring,4.5,No,Store Pickup,Yes,Yes,24.0,Credit Card,Monthly,1e47200ebb68b441d8238d674af3bc0a,Radio Flyer Helmet,Sports & Outdoors | Outdoor Recreation | Cycling | Kids' Bikes & Accessories | Kids' Helmets,$29.99,1.35 pounds,Y,2023-01-07
1119,cdc7642dd3f5c02e9cc53464848a295c,like,2023-01-08 10:00:00,1119,49.0,Male,Belt,Accessories,65.0,Indiana,M,Purple,Summer,4.9,No,Standard,Yes,Yes,11.0,PayPal,Every 3 Months,cdc7642dd3f5c02e9cc53464848a295c,Sun-Staches Costume Sunglasses Lil' Characters Scar Harry Potter Party Favors UV400,Toys & Games | Party Supplies,$9.61,0.8 ounces,Y,2023-01-08
1120,3eb610a3e27fd56e5aca4cd5910aff37,purchase,2023-01-09 10:00:00,1120,34.0,Male,Jewelry,Accessories,36.0,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,Yes,36.0,Credit Card,Weekly,3eb610a3e27fd56e5aca4cd5910aff37,White Mountain Puzzles Christmas Traditions - 1000 Piece Jigsaw Puzzle,Toys & Games | Puzzles | Jigsaw Puzzles,$15.99,1.66 pounds,Y,2023-01-09
1121,219aba9cb81e16e01cb8fe79796f716b,purchase,2023-01-10 10:00:00,1121,22.0,Male,Sneakers,Footwear,84.0,Pennsylvania,M,Magenta,Winter,4.0,No,Next Day Air,Yes,Yes,40.0,Debit Card,Monthly,219aba9cb81e16e01cb8fe79796f716b,Doctor Who Card Game: Classic Doctors Edition,Toys & Games | Games & Accessories | Card Games,$24.62,1.29 pounds,Y,2023-01-10
1122,8609e16f3a31f7c41d0a6253ce83da1c,view,2023-01-11 10:00:00,1122,63.0,Male,T-shirt,Clothing,58.0,Florida,XL,Peach,Fall,3.2,No,Express,Yes,Yes,25.0,Cash,Quarterly,8609e16f3a31f7c41d0a6253ce83da1c,Hasbro Gaming Trivial Pursuit Master Edition Trivia Board Game for Adults and Teens Ages 16 and Up(Amazon Exclusive),Toys & Games | Games & Accessories | Board Games,$36.95,3.4 pounds,Y,2023-01-11
1123,d4fbce2c0f2890c1363b499de706df29,like,2023-01-12 10:00:00,1123,70.0,Male,Handbag,Accessories,62.0,North Carolina,S,Charcoal,Spring,4.3,No,2-Day Shipping,Yes,Yes,12.0,Credit Card,Annually,d4fbce2c0f2890c1363b499de706df29,"Amscan 571547 Party Supplies Sparkling Celebration 60 Plastic Table Cover, 54"" x 102"", Multicolor",Toys & Games | Party Supplies | Tablecovers,$8.52,4 ounces,Y,2023-01-12
1124,32ea158d11c254ffe70c18bbc02dcd48,view,2023-01-13 10:00:00,1124,36.0,Male,Hat,Accessories,67.0,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,Yes,38.0,Cash,Monthly,32ea158d11c254ffe70c18bbc02dcd48,Uncle Milton - Star Wars Science - Mini Lightsaber Tech Lab,Toys & Games | Kids' Electronics,$13.94,4 ounces,Y,2023-01-13
1125,759a4a703f896a9af70a279a3e2e2615,like,2023-01-14 10:00:00,1125,42.0,Male,Sweater,Clothing,20.0,Iowa,M,Orange,Spring,4.9,No,Express,Yes,Yes,40.0,Cash,Quarterly,759a4a703f896a9af70a279a3e2e2615,"DREAMWORKS TROLLS World Tour Mermaid, Collectible Doll with Microphone Accessory, Toy Figure Inspired by The Movie Trolls World Tour",Toys & Games | Dolls & Accessories | Dolls,$4.99,2.08 ounces,Y,2023-01-14
1126,6c9ca04be8bf7bc0d40476e532e757fc,like,2023-01-15 10:00:00,1126,27.0,Male,Sandals,Footwear,90.0,North Dakota,M,Lavender,Summer,2.7,No,2-Day Shipping,Yes,Yes,10.0,Bank Transfer,Weekly,6c9ca04be8bf7bc0d40476e532e757fc,Basketball Fan Folded Party Invitations,Toys & Games | Party Supplies,$7.03,1.28 ounces,Y,2023-01-15
1127,8443bcff15cc96ba7223c430da08a143,purchase,2023-01-16 10:00:00,1127,23.0,Male,Scarf,Accessories,58.0,Iowa,L,Beige,Winter,3.4,No,Standard,Yes,Yes,47.0,Venmo,Fortnightly,8443bcff15cc96ba7223c430da08a143,Wonder Workshop – Dot and Dash Robot Wonder Pack for Kids 6+ – Ultimate STEM Learning Bundle – Learn Block-Based Coding – Award-Winning Digital Learning – Hours of Challenges,Toys & Games | Kids' Electronics | Remote- & App-Controlled Figures & Robots,$233.54,7.7 pounds,Y,2023-01-16
1128,6b7a76a6ceea4f114c62c66986e0af75,view,2023-01-17 10:00:00,1128,50.0,Male,Shirt,Clothing,53.0,Delaware,XL,Maroon,Spring,4.8,No,Store Pickup,Yes,Yes,22.0,Debit Card,Monthly,6b7a76a6ceea4f114c62c66986e0af75,Hot Racing XMX38X06 Aluminum Motor Mount Traxxas X-Maxx,Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts | Power Plant & Driveline Systems | Electric Motors & Parts | Motor Mounts,$14.88,0.64 ounces,Y,2023-01-17
1129,a5b115b9d2ad3a3bee270d442b5155df,like,2023-01-18 10:00:00,1129,56.0,Male,Gloves,Accessories,30.0,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,Yes,35.0,Debit Card,Monthly,a5b115b9d2ad3a3bee270d442b5155df,"MightySkins Skin Compatible with Razor A2 Kick Scooter - Rainbow Streaks | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA","Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Scooters & Equipment | Accessories",,0.96 ounces,Y,2023-01-18
1130,1af647a86d0fd4a126c313258cbe06cd,purchase,2023-01-19 10:00:00,1130,37.0,Male,Hoodie,Clothing,65.0,New Hampshire,XL,White,Winter,4.7,No,Express,Yes,Yes,46.0,Venmo,Fortnightly,1af647a86d0fd4a126c313258cbe06cd,Springbok Puzzles - Americana - 500 Piece Jigsaw Puzzle - Large 18 Inches by 23.5 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces,Toys & Games | Puzzles | Jigsaw Puzzles,$13.69,1.2 pounds,Y,2023-01-19
1131,7b1781172e4b65ecfec72f1003db0184,purchase,2023-01-20 10:00:00,1131,67.0,Male,Jewelry,Accessories,41.0,Kentucky,M,Lavender,Summer,3.9,No,Standard,Yes,Yes,30.0,PayPal,Bi-Weekly,7b1781172e4b65ecfec72f1003db0184,DC Comics Child's Batman Cape and Accessory Bundle,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Boys | Accessories",$40.80,12.2 ounces,Y,2023-01-20
1132,63551190b537a0401f47061c86f91be1,view,2023-01-21 10:00:00,1132,67.0,Male,Shirt,Clothing,73.0,Illinois,M,Black,Spring,3.7,No,Express,Yes,Yes,20.0,Bank Transfer,Monthly,63551190b537a0401f47061c86f91be1,SCHLEICH Carnotaurus,,$14.99,5 ounces,Y,2023-01-21
1133,df3537147885af9f613b8e5297074e48,like,2023-01-22 10:00:00,1133,50.0,Male,Hoodie,Clothing,98.0,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,Yes,Yes,25.0,Cash,Fortnightly,df3537147885af9f613b8e5297074e48,Buffalo Games - Darrell Bush - Coastal Twilight - 1000 Piece Jigsaw Puzzle,Toys & Games | Puzzles | Jigsaw Puzzles,$12.59,1.3 pounds,Y,2023-01-22
1134,44d89a4bf8c5fc15cb4b8de6d90acce3,view,2023-01-23 10:00:00,1134,36.0,Male,Shoes,Footwear,36.0,Connecticut,XL,Magenta,Winter,4.1,No,2-Day Shipping,Yes,Yes,29.0,Cash,Weekly,44d89a4bf8c5fc15cb4b8de6d90acce3,Kidkraft Retro Kitchen and Refrigerator in Pink,Toys & Games | Dress Up & Pretend Play | Pretend Play | Kitchen Toys | Kitchen Playsets,$99.99,65 pounds,Y,2023-01-23
1135,bdae1285c0d52d7648e76800e67fb50f,like,2023-01-24 10:00:00,1135,62.0,Male,T-shirt,Clothing,81.0,Wisconsin,M,Brown,Summer,4.6,No,Express,Yes,Yes,2.0,Venmo,Every 3 Months,bdae1285c0d52d7648e76800e67fb50f,Didax Educational Resources Smart Flash Cards - Multiplication Flash Cards,Toys & Games | Learning & Education | Counting & Math Toys,$9.95,7.2 ounces,Y,2023-01-24
1136,b39a86552a90880f6a4cb561b1c17a86,like,2023-10-10 08:00:00,1136,65.0,Male,Skirt,Clothing,90.0,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,32.0,Bank Transfer,Quarterly,b39a86552a90880f6a4cb561b1c17a86,Green Toys House Play Set - Pink,,$32.87,2.79 pounds,Y,2023-10-10
1137,c007a8a924da9bdf4413e7f4af2a094c,purchase,2023-10-11 08:00:00,1137,23.0,Male,Handbag,Accessories,83.0,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,Yes,Yes,37.0,Cash,Monthly,c007a8a924da9bdf4413e7f4af2a094c,"Manhattan Toy Baby Stella Cute Comfort Car Seat Baby Doll Accessory for 12"" and 15"" Soft Dolls",Toys & Games | Dolls & Accessories | Dolls,$24.99,10.4 ounces,Y,2023-10-11
1138,001d216315bc84347addbb1a9c7e5015,view,2023-10-12 08:00:00,1138,46.0,Male,Shirt,Clothing,91.0,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,Yes,16.0,Bank Transfer,Every 3 Months,001d216315bc84347addbb1a9c7e5015,"Melissa & Doug Joey Magnetic Dress-Up Set (Pretend Play, 6 Outfits, 26 Magnetic Pieces, 11.6"" H x 8.65"" W x 1.05"" L, Great Gift for Girls and Boys - Best for 3, 4, 5 Year Olds and Up)",Toys & Games | Dress Up & Pretend Play | Pretend Play | Paper & Magnetic Dolls | Magnetic Dress-up Dolls,$11.69,1.65 pounds,Y,2023-10-12
1139,67208f9681038f5e7e3e03a553720460,like,2023-10-13 08:00:00,1139,18.0,Male,Pants,Clothing,36.0,Iowa,M,Purple,Summer,4.7,No,Express,Yes,Yes,32.0,Venmo,Fortnightly,67208f9681038f5e7e3e03a553720460,"Disney Pixar Toy Story Rex Figure, 7.8""",Toys & Games | Toy Figures & Playsets | Action Figures,$12.50,7.8 ounces,Y,2023-10-13
1140,bcb99b0ef8fee9086031bf1128729a78,purchase,2023-10-14 08:00:00,1140,58.0,Male,Coat,Outerwear,53.0,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,Yes,42.0,Debit Card,Bi-Weekly,bcb99b0ef8fee9086031bf1128729a78,"Clicformers Basic Set (90 Piece) Educational Building Blocks Kit, Construction STEM Toy, Creative Building Bricks",Toys & Games | Building Toys,$9.72,2.2 pounds,Y,2023-10-14
1141,bd267e9993bf46b437df949221e20341,purchase,2023-10-15 08:00:00,1141,31.0,Male,Jeans,Clothing,39.0,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,Yes,6.0,Credit Card,Every 3 Months,bd267e9993bf46b437df949221e20341,"Jay Franco Harry Potter Sorted Pop Up Hamper,",Baby Products | Nursery | Furniture | Storage & Organization | Hampers,$8.91,6.9 ounces,Y,2023-10-15
1142,c84b40897fbe3ed03cb5a671b11a7aeb,view,2023-10-16 08:00:00,1142,39.0,Male,Gloves,Accessories,33.0,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,Yes,23.0,PayPal,Fortnightly,c84b40897fbe3ed03cb5a671b11a7aeb,Sago Mini - Tuck Me In Quilt - Trucks & Diggers,Toys & Games | Toy Figures & Playsets | Playsets & Vehicles,$64.79,2.95 pounds,Y,2023-10-16
1143,9dc327138c85d7a8550282be1981b37b,like,2023-10-17 08:00:00,1143,69.0,Male,T-shirt,Clothing,76.0,Ohio,L,Green,Spring,3.5,No,Store Pickup,Yes,Yes,27.0,Venmo,Bi-Weekly,9dc327138c85d7a8550282be1981b37b,Unique Art 10-Inch by 6-Inch Blue Lapis Ocean Table Top Gemstone World Globe with Gold Tripod,Toys & Games | Learning & Education | Geographic Globes,$95.16,4.1 pounds,Y,2023-10-17
1144,6c43bf252501d9d9b1773b894884a945,view,2023-10-18 08:00:00,1144,68.0,Male,Boots,Footwear,23.0,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,Yes,43.0,PayPal,Quarterly,6c43bf252501d9d9b1773b894884a945,HARRY POTTER Kawaii Hedwig Owl 3D Foam Key Ring Key Accessory,"Clothing, Shoes & Jewelry | Novelty & More | Clothing | Novelty | Men | Accessories | Keychains",$9.59,0.8 ounces,Y,2023-10-18
1145,1ff60bdb5f6037fdb24590b22e630603,like,2023-10-19 08:00:00,1145,41.0,Male,Jeans,Clothing,54.0,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,Yes,25.0,Bank Transfer,Fortnightly,1ff60bdb5f6037fdb24590b22e630603,Rockin' Rider Legend Animated Plush Spring Horse,"Toys & Games | Tricycles, Scooters & Wagons | Ride-On Toys & Accessories",$182.37,24.9 pounds,Y,2023-10-19
1146,4b6b86b2b3dc1365799a984f9513dfbf,like,2023-10-20 08:00:00,1146,31.0,Male,Sneakers,Footwear,89.0,Nevada,L,Pink,Summer,3.0,No,Express,Yes,Yes,30.0,Cash,Every 3 Months,4b6b86b2b3dc1365799a984f9513dfbf,"Perler 42766 Bead Bucket, Multicolor","Arts, Crafts & Sewing | Beading & Jewelry Making | Beading Supplies | Fuse & Perler Beads",$13.62,1.2 pounds,Y,2023-10-20
